Data Source,World Development Indicators,,,,,
,,,,,,
Last Updated Date,2017-02-01,,,,,
,,,,,,
"Egypt, Arab Rep.",EGY,"PPG, official creditors (TDS, current US$)",DT.TDS.OFFT.CD,3017666000,3309104000,
"Egypt, Arab Rep.",EGY,"PPG, multilateral concessional (TDS, current US$)",DT.TDS.MLTC.CD,290009000,307013000,
"Egypt, Arab Rep.",EGY,Multilateral debt service (% of public and publicly guaranteed debt service),DT.TDS.MLAT.PG.ZS,18.0240531064,21.669593201,
"Egypt, Arab Rep.",EGY,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,1043057000,1043174000,
"Egypt, Arab Rep.",EGY,"PPG, IDA (TDS, current US$)",DT.TDS.MIDA.CD,86116000,94962000,
"Egypt, Arab Rep.",EGY,"PPG, IBRD (TDS, current US$)",DT.TDS.MIBR.CD,163108000,204672000,
"Egypt, Arab Rep.",EGY,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",DT.TDS.DPPG.XP.ZS,12.2347832338,12.7109331474,
"Egypt, Arab Rep.",EGY,Public and publicly guaranteed debt service (% of GNI),DT.TDS.DPPG.GN.ZS,1.9670189583,1.4825866386,
"Egypt, Arab Rep.",EGY,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,5787028000,4813999000,
"Egypt, Arab Rep.",EGY,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,,,
"Egypt, Arab Rep.",EGY,"Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)",DT.TDS.DPNG.CD,16311000,28546000,
"Egypt, Arab Rep.",EGY,"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,5803339000,4842545000,
"Egypt, Arab Rep.",EGY,"IMF repurchases and charges (TDS, current US$)",DT.TDS.DIMF.CD,682000,630000,
"Egypt, Arab Rep.",EGY,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.0179426471,1.546069016,
"Egypt, Arab Rep.",EGY,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,12.5515266449,13.255198308,
"Egypt, Arab Rep.",EGY,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,5936847000,5020128000,
"Egypt, Arab Rep.",EGY,"PPG, bilateral concessional (TDS, current US$)",DT.TDS.BLTC.CD,1699621000,1847427000,
"Egypt, Arab Rep.",EGY,"PPG, bilateral (TDS, current US$)",DT.TDS.BLAT.CD,1974609000,2265930000,
"Egypt, Arab Rep.",EGY,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,
"Egypt, Arab Rep.",EGY,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,39.4304868504,,
"Egypt, Arab Rep.",EGY,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,4.3645240093,,
"Egypt, Arab Rep.",EGY,Net official development assistance received (constant 2013 US$),DT.ODA.ODAT.KD,3509740000,,
"Egypt, Arab Rep.",EGY,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1.200589552,,
"Egypt, Arab Rep.",EGY,Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS,8.4736831228,,
"Egypt, Arab Rep.",EGY,Net official development assistance received (current US$),DT.ODA.ODAT.CD,3532170000,,
"Egypt, Arab Rep.",EGY,Net official aid received (constant 2013 US$),DT.ODA.OATL.KD,,,
"Egypt, Arab Rep.",EGY,Net official aid received (current US$),DT.ODA.OATL.CD,,,
"Egypt, Arab Rep.",EGY,Net official development assistance and official aid received (constant 2013 US$),DT.ODA.ALLD.KD,3509740000,,
"Egypt, Arab Rep.",EGY,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,3532170000,,
"Egypt, Arab Rep.",EGY,"PPG, private creditors (NTR, current US$)",DT.NTR.PRVT.CD,-2749802000,-761087000,
"Egypt, Arab Rep.",EGY,"PPG, other private creditors (NTR, current US$)",DT.NTR.PROP.CD,-12267000,-9047000,
"Egypt, Arab Rep.",EGY,"PNG, commercial banks and other creditors (NTR, current US$)",DT.NTR.PNGC.CD,8901000,829000,
"Egypt, Arab Rep.",EGY,"PNG, bonds (NTR, current US$)",DT.NTR.PNGB.CD,,,
"Egypt, Arab Rep.",EGY,"PPG, commercial banks (NTR, current US$)",DT.NTR.PCBK.CD,-49488000,673958000,
"Egypt, Arab Rep.",EGY,"PPG, bonds (NTR, current US$)",DT.NTR.PBND.CD,-2688047000,-1425998000,
"Egypt, Arab Rep.",EGY,"PPG, official creditors (NTR, current US$)",DT.NTR.OFFT.CD,-1416646000,4957555000,
"Egypt, Arab Rep.",EGY,"PPG, multilateral concessional (NTR, current US$)",DT.NTR.MLTC.CD,-97521000,-7464000,
"Egypt, Arab Rep.",EGY,"PPG, multilateral (NTR, current US$)",DT.NTR.MLAT.CD,217260000,863895000,
"Egypt, Arab Rep.",EGY,"PPG, IDA (NTR, current US$)",DT.NTR.MIDA.CD,-86116000,-94962000,
"Egypt, Arab Rep.",EGY,"PPG, IBRD (NTR, current US$)",DT.NTR.MIBR.CD,385189000,792743000,
"Egypt, Arab Rep.",EGY,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,-4166448000,4196468000,
"Egypt, Arab Rep.",EGY,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,8901000,829000,
"Egypt, Arab Rep.",EGY,"Net transfers on external debt, long-term (NTR, current US$)",DT.NTR.DLXF.CD,-4157547000,4197297000,
"Egypt, Arab Rep.",EGY,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,-3786475000,5123074000,
"Egypt, Arab Rep.",EGY,"PPG, bilateral concessional (NTR, current US$)",DT.NTR.BLTC.CD,-1385204000,488661000,
"Egypt, Arab Rep.",EGY,"PPG, bilateral (NTR, current US$)",DT.NTR.BLAT.CD,-1633906000,4093660000,
"Egypt, Arab Rep.",EGY,"Net official flows from UN agencies, WHO (current US$)",DT.NFL.WHOL.CD,1580000,,
"Egypt, Arab Rep.",EGY,"Net official flows from UN agencies, WFP (current US$)",DT.NFL.WFPG.CD,4500000,,
"Egypt, Arab Rep.",EGY,"Net official flows from UN agencies, UNTA (current US$)",DT.NFL.UNTA.CD,,,
"Egypt, Arab Rep.",EGY,"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,,,
"Egypt, Arab Rep.",EGY,"Net official flows from UN agencies, UNPBF (current US$)",DT.NFL.UNPB.CD,,,
"Egypt, Arab Rep.",EGY,"Net official flows from UN agencies, UNFPA (current US$)",DT.NFL.UNFP.CD,2580000,,
"Egypt, Arab Rep.",EGY,"Net official flows from UN agencies, UNECE (current US$)",DT.NFL.UNEC.CD,,,
"Egypt, Arab Rep.",EGY,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,1700000,,
"Egypt, Arab Rep.",EGY,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,,,
"Egypt, Arab Rep.",EGY,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,3670000,,
"Egypt, Arab Rep.",EGY,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,90000,,
"Egypt, Arab Rep.",EGY,"Net financial flows, RDB nonconcessional (NFL, current US$)",DT.NFL.RDBN.CD,40266000,6882000,
"Egypt, Arab Rep.",EGY,"Net financial flows, RDB concessional (NFL, current US$)",DT.NFL.RDBC.CD,-7243000,-6496000,
"Egypt, Arab Rep.",EGY,"PPG, private creditors (NFL, current US$)",DT.NFL.PRVT.CD,-2552491000,-568000000,
"Egypt, Arab Rep.",EGY,"PPG, other private creditors (NFL, current US$)",DT.NFL.PROP.CD,-11740000,-8806000,
"Egypt, Arab Rep.",EGY,"PNG, commercial banks and other creditors (NFL, current US$)",DT.NFL.PNGC.CD,9068000,1144000,
"Egypt, Arab Rep.",EGY,"PNG, bonds (NFL, current US$)",DT.NFL.PNGB.CD,,,
"Egypt, Arab Rep.",EGY,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,-43423000,683144000,
"Egypt, Arab Rep.",EGY,"PPG, commercial banks (NFL, current US$)",DT.NFL.PCBK.CD,-40751000,690806000,
"Egypt, Arab Rep.",EGY,"PPG, bonds (NFL, current US$)",DT.NFL.PBND.CD,-2500000000,-1250000000,
"Egypt, Arab Rep.",EGY,"PPG, official creditors (NFL, current US$)",DT.NFL.OFFT.CD,-927537000,5468598000,
"Egypt, Arab Rep.",EGY,"IFC, private nonguaranteed (NFL, current US$)",DT.NFL.NIFC.CD,-39473930,6796653,
"Egypt, Arab Rep.",EGY,"EBRD, private nonguaranteed (NFL, current US$)",DT.NFL.NEBR.CD,,,
"Egypt, Arab Rep.",EGY,"Net financial flows, others (NFL, current US$)",DT.NFL.MOTH.CD,5263000,251481000,
"Egypt, Arab Rep.",EGY,"PPG, multilateral concessional (NFL, current US$)",DT.NFL.MLTC.CD,-35464000,51292000,
"Egypt, Arab Rep.",EGY,"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD,392988000,1029807000,
"Egypt, Arab Rep.",EGY,"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD,-77321000,-87545000,
"Egypt, Arab Rep.",EGY,"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD,424975000,838244000,
"Egypt, Arab Rep.",EGY,"Net financial flows, IMF nonconcessional (NFL, current US$)",DT.NFL.IMFN.CD,0,,
"Egypt, Arab Rep.",EGY,"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,,,
"Egypt, Arab Rep.",EGY,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,3280000,,
"Egypt, Arab Rep.",EGY,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,630000,,
"Egypt, Arab Rep.",EGY,"Net flows on external debt, short-term (NFL, current US$)",DT.NFL.DSTC.CD,504580000,1103360000,
"Egypt, Arab Rep.",EGY,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,-3480028000,4900598000,
"Egypt, Arab Rep.",EGY,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,9068000,1144000,
"Egypt, Arab Rep.",EGY,"Net flows on external debt, long-term (NFL, current US$)",DT.NFL.DLXF.CD,-3470960000,4901742000,
"Egypt, Arab Rep.",EGY,"Net flows on external debt, total (NFL, current US$)",DT.NFL.DECT.CD,-2966380000,6005102000,
"Egypt, Arab Rep.",EGY,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,-2500000000,-1250000000,
"Egypt, Arab Rep.",EGY,"PPG, bilateral concessional (NFL, current US$)",DT.NFL.BLTC.CD,-1129776000,741562000,
"Egypt, Arab Rep.",EGY,"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD,-1320525000,4438791000,
"Egypt, Arab Rep.",EGY,"Average maturity on new external debt commitments, private (years)",DT.MAT.PRVT,13.7395,3.9189,
"Egypt, Arab Rep.",EGY,"Average maturity on new external debt commitments, official (years)",DT.MAT.OFFT,23.7036,13.1675,
"Egypt, Arab Rep.",EGY,Average maturity on new external debt commitments (years),DT.MAT.DPPG,21.9415,12.7627,
"Egypt, Arab Rep.",EGY,"Interest rescheduled, private (current US$)",DT.IXR.PRVT.CD,,,
"Egypt, Arab Rep.",EGY,"Interest rescheduled, official (current US$)",DT.IXR.OFFT.CD,0,,
"Egypt, Arab Rep.",EGY,Interest rescheduled (capitalized) (current US$),DT.IXR.DPPG.CD,0,,
"Egypt, Arab Rep.",EGY,Interest forgiven (current US$),DT.IXF.DPPG.CD,0,,
"Egypt, Arab Rep.",EGY,"Interest arrears, private creditors (current US$)",DT.IXA.PRVT.CD,0,0,
"Egypt, Arab Rep.",EGY,"Interest arrears, official creditors (current US$)",DT.IXA.OFFT.CD,0,0,
"Egypt, Arab Rep.",EGY,Net change in interest arrears (current US$),DT.IXA.DPPG.CD.CG,0,0,
"Egypt, Arab Rep.",EGY,"Interest arrears, long-term DOD (US$)",DT.IXA.DPPG.CD,0,0,
"Egypt, Arab Rep.",EGY,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,197311000,193087000,127843000
"Egypt, Arab Rep.",EGY,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,527000,241000,570000
"Egypt, Arab Rep.",EGY,"PNG, commercial banks and other creditors (INT, current US$)",DT.INT.PNGC.CD,167000,315000,
"Egypt, Arab Rep.",EGY,"PNG, bonds (INT, current US$)",DT.INT.PNGB.CD,,,
"Egypt, Arab Rep.",EGY,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,8737000,16848000,8649000
"Egypt, Arab Rep.",EGY,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,188047000,175998000,118624000
"Egypt, Arab Rep.",EGY,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,489109000,511043000,462495000
"Egypt, Arab Rep.",EGY,"PPG, multilateral concessional (INT, current US$)",DT.INT.MLTC.CD,62057000,58756000,
"Egypt, Arab Rep.",EGY,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,175728000,165912000,89104000
"Egypt, Arab Rep.",EGY,"PPG, IDA (INT, current US$)",DT.INT.MIDA.CD,8795000,7417000,
"Egypt, Arab Rep.",EGY,"PPG, IBRD (INT, current US$)",DT.INT.MIBR.CD,39786000,45501000,
"Egypt, Arab Rep.",EGY,"Interest payments on external debt, short-term (INT, current US$)",DT.INT.DSTC.CD,132826000,176953000,
"Egypt, Arab Rep.",EGY,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,686420000,704130000,
"Egypt, Arab Rep.",EGY,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,167000,315000,986000
"Egypt, Arab Rep.",EGY,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,686587000,704445000,591324000
"Egypt, Arab Rep.",EGY,"IMF charges (INT, current US$)",DT.INT.DIMF.CD,682000,630000,
"Egypt, Arab Rep.",EGY,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,0.2787514442,0.2716417115,
"Egypt, Arab Rep.",EGY,"Interest payments on external debt (% of exports of goods, services and primary income)",DT.INT.DECT.EX.ZS,1.7338233988,2.3289159267,
"Egypt, Arab Rep.",EGY,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,820095000,882028000,
"Egypt, Arab Rep.",EGY,"PPG, bilateral concessional (INT, current US$)",DT.INT.BLTC.CD,255428000,252901000,
"Egypt, Arab Rep.",EGY,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,313381000,345131000,373391000
"Egypt, Arab Rep.",EGY,"Average interest on new external debt commitments, private (%)",DT.INR.PRVT,2.5777,7.1439,
"Egypt, Arab Rep.",EGY,"Average interest on new external debt commitments, official (%)",DT.INR.OFFT,0.9163,2.0145,
"Egypt, Arab Rep.",EGY,Average interest on new external debt commitments (%),DT.INR.DPPG,1.2101,2.2389,
"Egypt, Arab Rep.",EGY,"Average grant element on new external debt commitments, private (%)",DT.GRE.PRVT,40.5695,6.7234,
"Egypt, Arab Rep.",EGY,"Average grant element on new external debt commitments, official (%)",DT.GRE.OFFT,63.706,38.1552,
"Egypt, Arab Rep.",EGY,Average grant element on new external debt commitments (%),DT.GRE.DPPG,59.6145,36.7796,
"Egypt, Arab Rep.",EGY,"Average grace period on new external debt commitments, private (years)",DT.GPA.PRVT,4.1248,2.081,
"Egypt, Arab Rep.",EGY,"Average grace period on new external debt commitments, official (years)",DT.GPA.OFFT,7.3913,4.4476,
"Egypt, Arab Rep.",EGY,Average grace period on new external debt commitments (years),DT.GPA.DPPG,6.8137,4.3441,
"Egypt, Arab Rep.",EGY,Debt stock rescheduled (current US$),DT.DXR.DPPG.CD,0,,
"Egypt, Arab Rep.",EGY,Debt stock reduction (current US$),DT.DSF.DPPG.CD,0,,
"Egypt, Arab Rep.",EGY,Debt buyback (current US$),DT.DSB.DPPG.CD,0,,
"Egypt, Arab Rep.",EGY,"External debt stocks, variable rate (DOD, current US$)",DT.DOD.VTOT.CD,10941791000,11956586000,
"Egypt, Arab Rep.",EGY,"Residual, debt stock-flow reconciliation (current US$)",DT.DOD.RSDL.CD,-7088000,-1171000,
"Egypt, Arab Rep.",EGY,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,10.8590155069,
"Egypt, Arab Rep.",EGY,"Present value of external debt (% of exports of goods, services and primary income)",DT.DOD.PVLX.EX.ZS,,93.0995980685,
"Egypt, Arab Rep.",EGY,Present value of external debt (current US$),DT.DOD.PVLX.CD,,35259517676.8772,
"Egypt, Arab Rep.",EGY,"External debt stocks, long-term public sector (DOD, current US$)",DT.DOD.PUBS.CD,36889788000,40768243000,
"Egypt, Arab Rep.",EGY,"PPG, private creditors (DOD, current US$)",DT.DOD.PRVT.CD,3625573000,3028448000,
"Egypt, Arab Rep.",EGY,"External debt stocks, long-term private sector (DOD, current US$)",DT.DOD.PRVS.CD,164462000,147224000,
"Egypt, Arab Rep.",EGY,"PPG, other private creditors (DOD, current US$)",DT.DOD.PROP.CD,17566000,7674000,
"Egypt, Arab Rep.",EGY,"PNG, commercial banks and other creditors (DOD, current US$)",DT.DOD.PNGC.CD,21356000,22500000,
"Egypt, Arab Rep.",EGY,"PNG, bonds (DOD, current US$)",DT.DOD.PNGB.CD,,,
"Egypt, Arab Rep.",EGY,"PPG, commercial banks (DOD, current US$)",DT.DOD.PCBK.CD,258007000,920774000,
"Egypt, Arab Rep.",EGY,"PPG, bonds (DOD, current US$)",DT.DOD.PBND.CD,3350000000,2100000000,
"Egypt, Arab Rep.",EGY,"PPG, official creditors (DOD, current US$)",DT.DOD.OFFT.CD,33407321000,37864519000,
"Egypt, Arab Rep.",EGY,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,4909321000,5597458000,
"Egypt, Arab Rep.",EGY,"PPG, multilateral concessional (DOD, current US$)",DT.DOD.MLTC.CD,3204965000,3141437000,
"Egypt, Arab Rep.",EGY,Multilateral debt (% of total external debt),DT.DOD.MLAT.ZS,25.9158,24.5939,
"Egypt, Arab Rep.",EGY,"PPG, multilateral (DOD, current US$)",DT.DOD.MLAT.CD,10800905000,11456996000,
"Egypt, Arab Rep.",EGY,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,1044373000,924257000,
"Egypt, Arab Rep.",EGY,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,3864948000,4673201000,
"Egypt, Arab Rep.",EGY,Debt forgiveness grants (current US$),DT.DOD.MDRI.CD,,,
"Egypt, Arab Rep.",EGY,Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,7.968,9.497,
"Egypt, Arab Rep.",EGY,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,7.0208119273,11.6816773999,
"Egypt, Arab Rep.",EGY,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,22.2471328334,27.8972291304,
"Egypt, Arab Rep.",EGY,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,3320830000,4424190000,
"Egypt, Arab Rep.",EGY,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,37032894000,40892967000,
"Egypt, Arab Rep.",EGY,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,21356000,22500000,
"Egypt, Arab Rep.",EGY,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,37054250000,40915467000,
"Egypt, Arab Rep.",EGY,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,1301686000,1245012000,
"Egypt, Arab Rep.",EGY,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,14.1659913934,14.3468679206,
"Egypt, Arab Rep.",EGY,"External debt stocks (% of exports of goods, services and primary income)",DT.DOD.DECT.EX.ZS,88.1119285917,123.0026456912,
"Egypt, Arab Rep.",EGY,Total change in external debt stocks (current US$),DT.DOD.DECT.CD.CG,-4796185000,4907903000,
"Egypt, Arab Rep.",EGY,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,41676766000,46584669000,
"Egypt, Arab Rep.",EGY,"PPG, bilateral concessional (DOD, current US$)",DT.DOD.BLTC.CD,20772060000,20924666000,
"Egypt, Arab Rep.",EGY,"PPG, bilateral (DOD, current US$)",DT.DOD.BLAT.CD,22606416000,26407523000,
"Egypt, Arab Rep.",EGY,Concessional debt (% of total external debt),DT.DOD.ALLC.ZS,57.5309,51.6609,
"Egypt, Arab Rep.",EGY,"External debt stocks, concessional (DOD, current US$)",DT.DOD.ALLC.CD,23977025000,24066103000,
"Egypt, Arab Rep.",EGY,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,19560000,743808000,163752000
"Egypt, Arab Rep.",EGY,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,0,0,3407000
"Egypt, Arab Rep.",EGY,"PNG, commercial banks and other creditors (DIS, current US$)",DT.DIS.PNGC.CD,25212000,29375000,
"Egypt, Arab Rep.",EGY,"PNG, bonds (DIS, current US$)",DT.DIS.PNGB.CD,,,
"Egypt, Arab Rep.",EGY,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,19560000,743808000,160345000
"Egypt, Arab Rep.",EGY,"PPG, bonds (DIS, current US$)",DT.DIS.PBND.CD,,,
"Egypt, Arab Rep.",EGY,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,1601020000,8266659000,4385860000
"Egypt, Arab Rep.",EGY,"PPG, multilateral concessional (DIS, current US$)",DT.DIS.MLTC.CD,192488000,299549000,
"Egypt, Arab Rep.",EGY,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,1260317000,1907069000,2921793000
"Egypt, Arab Rep.",EGY,"PPG, IDA (DIS, current US$)",DT.DIS.MIDA.CD,0,0,
"Egypt, Arab Rep.",EGY,"PPG, IBRD (DIS, current US$)",DT.DIS.MIBR.CD,548297000,997415000,
"Egypt, Arab Rep.",EGY,IDA grants (current US$),DT.DIS.IDAG.CD,0,0,
"Egypt, Arab Rep.",EGY,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,1620580000,9010467000,
"Egypt, Arab Rep.",EGY,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,25212000,29375000,
"Egypt, Arab Rep.",EGY,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,1645792000,9039842000,4549612000
"Egypt, Arab Rep.",EGY,"Disbursements on external debt, long-term + IMF (DIS, current US$)",DT.DIS.DLTF.CD,1645792000,9039842000,
"Egypt, Arab Rep.",EGY,"IMF purchases (DIS, current US$)",DT.DIS.DIMF.CD,0,,
"Egypt, Arab Rep.",EGY,"PPG, bilateral concessional (DIS, current US$)",DT.DIS.BLTC.CD,314417000,2336088000,
"Egypt, Arab Rep.",EGY,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,340703000,6359590000,1464067000
"Egypt, Arab Rep.",EGY,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,0,0,
"Egypt, Arab Rep.",EGY,"Currency composition of PPG debt, U.S. dollars (%)",DT.CUR.USDL.ZS,58.4549,65.6381,
"Egypt, Arab Rep.",EGY,"Currency composition of PPG debt, Pound sterling (%)",DT.CUR.UKPS.ZS,0.4547,0.252,
"Egypt, Arab Rep.",EGY,"Currency composition of PPG debt, Swiss franc (%)",DT.CUR.SWFR.ZS,0.7498,0.5154,
"Egypt, Arab Rep.",EGY,"Currency composition of PPG debt, SDR (%)",DT.CUR.SDRW.ZS,0.7474,1.4329,
"Egypt, Arab Rep.",EGY,"Currency composition of PPG debt, all other currencies (%)",DT.CUR.OTHC.ZS,12.3049,10.5431,
"Egypt, Arab Rep.",EGY,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,0.7259,0.5964,
"Egypt, Arab Rep.",EGY,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,6.2529,5.3079,
"Egypt, Arab Rep.",EGY,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,,,
"Egypt, Arab Rep.",EGY,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,20.3095,15.7142,
"Egypt, Arab Rep.",EGY,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,,,
"Egypt, Arab Rep.",EGY,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,530172000,481000000,
"Egypt, Arab Rep.",EGY,"Commitments, official creditors (COM, current US$)",DT.COM.OFFT.CD,2467841000,10509948000,
"Egypt, Arab Rep.",EGY,"Commitments, IDA (COM, current US$)",DT.COM.MIDA.CD,0,,
"Egypt, Arab Rep.",EGY,"Commitments, IBRD (COM, current US$)",DT.COM.MIBR.CD,800000000,2450000000,
"Egypt, Arab Rep.",EGY,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2998013000,10990948000,
"Egypt, Arab Rep.",EGY,"Principal rescheduled, private (current US$)",DT.AXR.PRVT.CD,,,
"Egypt, Arab Rep.",EGY,"Principal rescheduled, official (current US$)",DT.AXR.OFFT.CD,0,,
"Egypt, Arab Rep.",EGY,Principal rescheduled (current US$),DT.AXR.DPPG.CD,0,,
"Egypt, Arab Rep.",EGY,Principal forgiven (current US$),DT.AXF.DPPG.CD,0,0,
"Egypt, Arab Rep.",EGY,"Principal arrears, private creditors (current US$)",DT.AXA.PRVT.CD,0,0,
"Egypt, Arab Rep.",EGY,"Principal arrears, official creditors (current US$)",DT.AXA.OFFT.CD,1000,1000,
"Egypt, Arab Rep.",EGY,"Principal arrears, long-term DOD (US$)",DT.AXA.DPPG.CD,1000,1000,
"Egypt, Arab Rep.",EGY,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,2572051000,1311808000,155522000
"Egypt, Arab Rep.",EGY,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,11740000,8806000,6968000
"Egypt, Arab Rep.",EGY,"PNG, commercial banks and other creditors (AMT, current US$)",DT.AMT.PNGC.CD,16144000,28231000,
"Egypt, Arab Rep.",EGY,"PNG, bonds (AMT, current US$)",DT.AMT.PNGB.CD,,,
"Egypt, Arab Rep.",EGY,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,60311000,53002000,48554000
"Egypt, Arab Rep.",EGY,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,2500000000,1250000000,100000000
"Egypt, Arab Rep.",EGY,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,2528557000,2798061000,4409790000
"Egypt, Arab Rep.",EGY,"PPG, multilateral concessional (AMT, current US$)",DT.AMT.MLTC.CD,227952000,248257000,
"Egypt, Arab Rep.",EGY,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,867329000,877262000,1127930000
"Egypt, Arab Rep.",EGY,"PPG, IDA (AMT, current US$)",DT.AMT.MIDA.CD,77321000,87545000,
"Egypt, Arab Rep.",EGY,"PPG, IBRD (AMT, current US$)",DT.AMT.MIBR.CD,123322000,159171000,
"Egypt, Arab Rep.",EGY,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,5100608000,4109869000,
